Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1333718767,NWW81U,NJ,PAS,07/07/2013,16,SUBN,HONDA,T,34650,10910,11010,0,0018,18,720,340040,T720,0000,1233A,,NY,F,401,W 44 ST,,0,408,C,,YYYYYYY,ALL,ALL,RD,0,0,-,0,,,,,
1333718792,GBP1381,NY,OMS,07/13/2013,14,SDN,MAZDA,T,34790,10810,10910,20130930,0018,18,720,340040,T720,0000,1101P,,NY,F,330,W 51 ST,,0,408,D,,YYYYYYY,ALL,ALL,WH,0,2013,-,0,,,,,
1333718809,T93AUT,NJ,PAS,07/14/2013,40,SDN,NISSA,T,34670,10910,11010,0,0018,18,720,340040,T720,0000,1203A,,NY,O,442,W 45 ST,,0,408,C,,YYYYYYY,ALL,ALL,RD,0,0,-,3,,,,,
1333718810,ZEH93H,NJ,PAS,07/14/2013,14,SUBN,NISSA,T,91680,40404,40404,0,0070,70,720,340040,T720,0000,1237A,,NY,O,537,W 27 ST,,0,408,C,,YYYYYYY,1000P,0600A,BK,0,0,-,0,,,,,
1333718834,675ZPG,CT,999,07/20/2013,14,SDN,CHEVR,T,34550,10410,10510,0,0014,14,720,340040,T720,0000,1017P,,NY,O,1,W 39TH ST,,0,408,C,,YYYYYYB,1000P,0600A,RD,0,0,-,0,,,,,
1333718846,VGZ16N,NJ,PAS,07/20/2013,14,SDN,TOYOT,T,34550,10410,10510,0,0014,14,720,340040,T720,0000,1025P,,NY,F,32,W 39TH ST,,0,408,C,,YYYYYYY,1000P,0600A,GR,0,0,-,0,,,,,
1333718860,Z58DAL,NJ,PAS,07/20/2013,17,SDN,HONDA,T,34670,10910,11010,0,0018,18,720,340040,T720,0000,1157P,,NY,O,438,W 45TH ST,,0,408,C4,,YYYYYYY,ALL,ALL,BK,0,0,-,0,,,,,
1333718895,GEX5343,NY,PAS,07/26/2013,16,SUBN,DODGE,T,0,0,0,20150421,0040,40,720,340040,T720,0000,0218P,,BX,,,E/S PARK AVE,N/O E 144 ST,0,408,D,,YYYYYBB,0800A,0600P,GR,0,1999,-,0,,,,,
1333718937,GAJ1712,NY,PAS,07/24/2013,19,SDN,HONDA,T,70620,14520,74480,20140806,0046,46,0,332033,BXTP,0000,0729A,,BX,F,1738,UNIVERSITY AVE,,0,408,C3,,BBBBBBB,ALL,ALL,GRY,0,2006,-,0,,,,,
1333718962,GBZ3625,NY,PAS,07/27/2013,20,SDN,BUICK,T,33920,12550,56020,20141021,0050,50,0,332033,BXTP,0000,0813A,,BX,F,3504,FT INDEPENDENCE ST,,0,408,C3,,BBBBBBB,ALL,ALL,BLK,0,1997,-,0,,,,,
1333718974,GFE4614,NY,PAS,07/29/2013,14,SUBN,SATUR,T,0,0,0,20150321,0043,43,0,332033,BXTP,0000,0742A,,BX,,,W/S BRUCKNER BLVD,N/O ELDER AVE,0,408,99,,YYYYYBB,0700A,0900A,WHT,0,2007,-,0,,,,,
1333718986,GHP9765,NY,PAS,07/29/2013,14,SDN,TOYOT,T,74610,38420,9020,20150701,0046,46,0,332033,BXTP,0000,0924A,,BX,O,65,W 180 ST,,0,408,C,,BBBBBBB,ALL,ALL,PUR,0,2005,-,0,,,,,
1333719050,K54CEB,NJ,PAS,08/08/2013,20,SDN,TOYOT,T,0,0,0,0,0046,46,0,332033,BXTP,0000,0845A,,BX,,,E/S MORRIS,N/O CROSS BX EXPY,0,408,D,,YYYYYBB,0800A,0600P,BLK,0,0,-,0,,,,,
1333719085,GEX1670,NY,PAS,08/14/2013,20,SDN,ACURA,T,42820,12220,27750,20150313,0052,52,0,332033,BXTP,0000,0845A,,BX,F,3010,JEROME AVE,,0,408,D,,YYYYYBB,0800A,0600P,WHT,0,0,-,0,,,,,
1333719103,GHF9136,NY,PAS,08/16/2013,19,SDN,NISSA,T,0,0,0,20130831,0044,44,0,332033,BXTP,0000,0913A,,BX,,,N/S RIVER AVE,W/O E 157 ST,0,408,D,,BBBBBBB,ALL,ALL,BLK,0,2013,-,0,,,,,
1333719115,GHN4059,NY,PAS,08/19/2013,17,SUBN,HONDA,T,0,0,0,20150304,0046,46,0,332033,BXTP,0000,0845A,,BX,,,E/S MORRIS AVE,N/O E 174 ST,0,408,C,,YYYYYBB,0600A,0600P,WHT,0,1999,-,0,,,,,
1333719127,GGU6071,NY,PAS,08/19/2013,46,SDN,NISSA,T,26010,20720,68020,20130920,0040,40,0,332033,BXTP,0000,1012A,,BX,O,338,E 145 ST,,0,408,C3,,BBBBBBB,ALL,ALL,WHT,0,2003,-,0,,,,,
1333719334,GFG5948,NY,PAS,08/15/2013,17,SUBN,FORD,T,36420,26490,26520,20150530,0044,44,720,331728,T720,0000,0713A,,BX,F,900,GRAND CONCOURSE,,0,408,C,,BBBBBBB,ALL,ALL,BLUE,0,2002,-,0,,,,,
1333719358,ZMW68F,NJ,PAS,08/17/2013,17,SUBN,TOYOT,T,0,0,0,0,0044,44,720,331728,T720,0000,0706A,,BX,,,S/S E 166 ST,W/O CARROLL PLACE,0,408,D,,BBBBBBB,0700A,0700P,GRY,0,0,-,0,,,,,
1333719360,GCR1042,NY,PAS,08/17/2013,14,SDN,INFIN,T,20720,26610,26640,20141122,0044,44,720,331728,T720,0000,0806A,,BX,O,1037,COLLEGE AVE,,0,408,C4,,BBBBBBB,ALL,ALL,BLK,0,2006,-,0,,,,,
1333719371,GEG3278,NY,PAS,08/17/2013,20,SDN,HONDA,T,0,0,0,20150405,0045,45,720,331728,T720,0000,1006A,,BX,,,N/S ST THERESA AVE,W/O PILGRIM AVE,0,408,C4,,YYYYYYY,1000A,0600P,GRY,0,2010,-,0,,,,,
1333719383,P60DJV,NJ,PAS,08/20/2013,14,SDN,NISSA,T,15920,8120,78150,0,0040,40,720,331728,T720,0000,0718A,,BX,F,51,BRUCKNER BLVD,,0,408,C3,,YYYYYBB,0700A,1000A,BLK,0,0,-,0,,,,,
1333719735,GDZ3622,NY,PAS,08/20/2013,19,SDN,HONDA,T,76550,44020,12550,20150110,0052,52,0,332033,BXTP,0000,0656A,,BX,F,163,W KINGSBRIDGE RD,,0,408,E2,,BBBBBBB,ALL,ALL,GRY,0,2005,-,0,,,,,
1333719747,GEF7829,NY,PAS,08/20/2013,17,SDN,TOYOT,T,36420,26490,26520,20150419,0044,44,0,332033,BXTP,0000,0801A,,BX,O,900,GRAND CONCOURSE,,0,408,I4,,BYBBBBB,0600A,0700P,WHT,0,2007,-,0,,,,,
1333922292,79936MD,NY,COM,08/15/2013,14,VAN,FORD,T,18130,10210,10110,20150731,0019,19,0,330085,0NIC,0000,0425P,,NY,F,220,E 57,,0,408,D1,,YYYYYYB,0400P,0700P,WHT,0,0,-,0,,,,,
1333925347,97431JZ,NY,COM,08/09/2013,45,DELV,HINO,T,18170,10010,32080,20131231,0019,19,109,345457,T109,0000,0131P,,NY,F,410,E 59 ST,,0,408,H1,,BBBBBBB,ALL,ALL,WH,0,2010,-,0,,,,,
1334012568,YUZ75Z,NJ,PAS,07/29/2013,13,SDN,MITSU,T,9540,7300,7490,0,114,114,0,333193,QTPU,0000,0310P,,Q,F,25-17,41ST AVE,,0,408,J6,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1334013184,47V6878,AL,PAS,07/29/2013,20,SDN,BMW,T,0,0,0,20130988,112,112,0,333255,QTPU,0000,1115P,,Q,,,W/S 70 RD 50FT,N/O QUEENS BLVD,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1334014164,GHG9142,NY,PAS,07/29/2013,14,SUBN,DODGE,T,10790,5680,6740,20150622,108,108,0,343497,QTPU,0000,0250P,,Q,F,1133,50 AVE,,0,408,D,,YYYYYBB,0800A,0600P,WHT,0,2011,-,0,,,,,
1334014565,GHG2957,NY,PAS,07/29/2013,40,SDN,HONDA,T,0,0,0,20130726,110,110,0,338902,QTPU,0000,1106P,,Q,,,,,0,408,C3,,BBBBBBB,ALL,ALL,GY,0,2008,-,1,,,,,
1334014589,GDX7902,NY,PAS,08/13/2013,14,SDN,TOYOT,T,36490,12740,58713,20150413,104,104,0,338902,QTPV,0000,0309P,,Q,F,61-14,BORDEN AVE,,0,408,K7,,YYYYYBB,0300P,0700P,BL,0,2004,-,0,,,,,
1334032191,85677X,IL,PAS,07/31/2013,99,P-U,CHEVR,T,0,0,0,20120288,107,107,0,352945,QTPU,0000,1110A,1100A,Q,,,N/S GOGTHALS AVE,E/O 150 ST,20130724,408,C,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1334121862,80534MD,NY,PAS,07/24/2013,24,VAN,GMC,P,18620,26460,26490,20150630,0040,40,40,947934,0040,0000,1055P,,BX,F,845,CAULDWELL AVE,,0,408,D5,,BBBBBBB,ALL,ALL,WHITE,0,1999,-,0,,,,,
1334436733,GBY1367,NY,PAS,08/23/2013,21,SDN,INFIN,X,76460,18950,64230,20140813,0060,60,0,538189,KS13,0000,0747A,,K,F,2957,SHELL RD,,0,408,D1,,BYBBYBB,0730A,0800A,WHITE,0,2012,-,0,,,,,
1334436745,M49DEE,NJ,PAS,08/23/2013,21,SUBN,LEXUS,X,76460,18950,64230,0,0060,60,0,538189,KS13,0000,0749A,,K,F,2957,SHELL RD,,0,408,D1,,BYBBYBB,0730A,0800A,GRAY,0,0,-,0,,,,,
1334436757,GCN3350,NY,PAS,08/23/2013,21,SDN,HONDA,X,76460,18950,64230,20141128,0060,60,0,538189,KS13,0000,0750A,,K,F,2955,SHELL RD,,0,408,D1,,BYBBYBB,0730A,0800A,BLUE,0,2010,-,0,,,,,
1334436770,GBL1903,NY,PAS,08/23/2013,21,SDN,ACURA,X,76460,18950,64230,20141212,0060,60,0,538189,KS13,0000,0754A,,K,F,2955,SHELL RD,,0,408,D1,,BYBBYBB,0730A,0800A,BLACK,0,2013,-,0,,,,,
1334436782,GJH8715,NY,PAS,08/23/2013,21,SDN,TOYOT,X,76460,18950,64230,0,0060,60,0,538189,KS13,0000,0756A,,K,F,2955,SHELL RD,,0,408,D1,,BYBBYBB,0730A,0800A,BLACK,0,2013,-,0,,,,,
1334436794,GCM1713,NY,PAS,08/23/2013,21,SDN,ME/BE,X,76460,18950,64230,20141203,0060,60,0,538189,KS13,0000,0758A,,K,F,2955,SHELL RD,,0,408,K5,,BYBBYBB,0730A,0800A,WHITE,0,2013,-,0,,,,,
1334437348,GGS5066,NY,PAS,07/25/2013,21,SUBN,NISSA,S,88515,59430,88510,20150602,0061,61,0,527687,KS15,0000,1151A,,K,F,68,VILLAGE ROAD NORTH,,0,408,D1,,BBBYBBB,1130A,0100P,RED,0,1996,-,0,,,,,
1334437373,PZ20818,AZ,PAS,07/25/2013,21,SDN,SATUR,S,88515,59430,88510,20130430,0061,61,0,527687,KS15,0000,1158A,,K,F,62,VILLAGE RD NORTH,,0,408,D1,,BBBYBBB,1130A,0100P,GRAY,0,0,-,0,,,,,
1334437403,GFL7612,NY,PAS,08/01/2013,21,SUBN,JEEP,S,14380,34880,34930,20150303,0061,61,0,527687,KS15,0000,0840A,,K,O,440,AVE P,,0,408,D1,,BBBYBBB,0830A,0900A,BLACK,0,2013,-,0,,,,,
1334437440,JBF2138,PA,PAS,08/22/2013,21,SDN,TOYOT,S,54050,35430,35480,0,0061,61,0,527687,KS15,0000,0808A,,K,F,1414,KINGS HWY,,0,408,D1,,BBBYBBB,0800A,0830A,BLUE,0,0,-,0,,,,,
1334437452,GAV9209,NY,PAS,08/22/2013,21,SDN,NISSA,S,54050,35430,35480,20140702,0061,61,0,527687,KS15,0000,0809A,,K,F,1414,KINGS HWY,,0,408,D1,,BBBYBBB,0800A,0830A,WHITE,0,2013,-,0,,,,,
1334437464,R141607,IL,PAS,08/22/2013,21,SUBN,FORD,S,54050,35530,35580,0,0061,61,0,527687,KS15,0000,0810A,,K,O,1609,KINGS HWY,,0,408,D1,,BBBYBBB,0800A,0830A,GRAY,0,0,-,0,,,,,
1334437476,54260MB,NY,COM,08/22/2013,21,UTIL,FRUEH,S,54050,35580,35630,0,0061,61,0,527687,KS15,0000,0812A,,K,F,1722,KINGS HWY,,0,408,D1,,BBBYBBB,0800A,0830A,WHITE,0,2004,-,0,,,,,
1334484405,JCE8655,PA,PAS,07/19/2013,21,SDN,TOYOT,S,13610,36970,36990,0,0033,33,0,533214,MN12,0000,0806A,,NY,F,3850,BROADWAY,,0,408,D1,,YYYYYYB,0800A,0830A,WHITE,0,0,-,0,,,,,
1334487832,FDN4064,NY,PAS,07/19/2013,21,SUBN,NISSA,S,13610,37070,37090,20140923,0033,33,0,533214,MN12,0000,0814A,,NY,F,3952,BROADWAY,,0,408,D1,,YYYYYYB,0800A,0830A,BLACK,0,2011,-,0,,,,,
1334487844,T13DCX,NJ,PAS,07/19/2013,21,SUBN,CHEVR,S,13610,37070,37090,0,0033,33,0,533214,MN12,0000,0815A,,NY,F,3954,BROADWAY,,0,408,D1,,YYYYYYB,0800A,0830A,GOLD,0,0,-,0,,,,,
1334489520,68220JM,NY,COM,07/17/2013,21,VAN,CHEVR,S,10210,19410,19430,20140630,0025,25,0,549880,MN11,0000,0755A,,,F,2266,3RD AVE,,0,408,D1,,BBBBBBB,0730A,0800A,GREEN,0,1994,-,0,,,,,
1334489531,GBN2628,99,PAS,07/18/2013,21,SUBN,TOYOT,S,10610,34150,34170,20140830,0006,6,0,549880,MN02,0000,0740A,,NY,O,156,7TH AVE,,0,408,D1,,YYYYYYB,0730A,0800A,GRAY,0,2006,-,0,,,,,
1334489592,80991MB,NY,COM,08/13/2013,21,VAN,FORD,S,35830,14510,25690,20140331,0024,24,0,549880,MN02,0000,1145A,,NY,F,6,W 103RD ST,,0,408,D1,,BYBBYBB,1130A,0100P,BROWN,0,2005,-,0,,,,,
1334489907,X8559Y,NJ,PAS,08/01/2013,21,VAN,FORD,S,13610,35950,14210,0,0024,24,0,535036,MN02,0000,0753A,,NY,F,2828,BROADWAY,,0,408,D1,,YYYYYYB,0730A,0800A,BLUE,0,0,-,0,,,,,
1334497606,GFK6419,NY,PAS,07/27/2013,21,SDN,NISSA,S,5280,68730,10080,20150218,0068,68,0,794094,SI01,0000,0737A,,K,F,7018,3RD AVE,,0,408,D1,,BBBBBBY,0730A,0800A,SILVE,0,2013,-,0,,,,,
1334499044,54652JW,NY,COM,08/01/2013,21,VAN,DODGE,S,0,40404,40404,20141231,0013,13,0,601532,MN06,0000,1012A,,,F,227,30 ST,,0,408,D1,,BYBYBBB,1000A,1130A,GRAY,0,2006,-,0,,,,,
1334499287,685738N,NJ,PAS,07/16/2013,21,SDN,FORD,S,10210,17550,17570,0,0013,13,0,611201,MN06,0000,0815A,,NY,F,398,THIRD AVE,,0,408,D1,,YYYYYYB,0800A,0830A,BLACK,0,0,-,0,,,,,
1334499500,TPR153Y,VA,PAS,08/06/2013,21,SDN,NISSA,S,30150,70630,30430,0,0075,75,0,582902,SI01,0000,1108A,,K,F,714,COZINE AVE,,0,408,D1,,BYBBYBB,1100A,1230P,WHITE,0,0,-,0,,,,,
1334499573,522942,NY,PAS,08/10/2013,21,SDN,AUDI,X,13610,35070,35090,20140611,,0,0,582902,SI01,0000,0821A,,NY,F,1963,BROADWAY,,0,408,D1,,BBBBBBB,0800A,0830A,BLUE,0,2012,-,0,,,,,
1334499676,FAW4222,NY,PAS,07/21/2013,17,SDN,HYUND,S,0,0,0,20140615,0013,13,0,903588,MN06,0000,1040A,,NY,,,S/S E 26TH ST,30 FT EO 2 AVE,0,408,C4,,BBBBBBB,ALL,ALL,BLUE,0,2010,-,0,,,,,
1334499688,HSR6859,PA,PAS,07/21/2013,17,,GMC,S,0,0,0,0,0013,13,0,903588,MN06,0000,1042A,,NY,,,S/S E 26 ST,20 FT EO 2 AVE,0,408,C4,,BBBBBBB,ALL,ALL,TAN,0,0,-,0,,,,,
1334499720,X94A13,NJ,PAS,08/06/2013,17,,CHEVR,X,0,0,0,0,0013,13,0,903588,MN06,0000,1200P,,NY,F,,S/S E 26 ST,E 2 AVE,0,408,D1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1334499834,53441JZ,NY,COM,07/29/2013,21,VAN,FORD,S,0,0,0,20150510,0013,13,0,903588,MN06,0000,0806A,,NY,,,W/S 3 AVE 10 SO,E 18 ST,0,408,D1,,YYYYYYB,0800A,0830A,WHITE,0,1999,-,0,,,,,
1334499860,64948MB,NY,COM,08/05/2013,40,VAN,FORD,S,17290,27110,10010,20141126,0013,13,0,903588,MN06,0000,0940A,,NY,F,336,E 15TH ST,,0,408,D1,,BBBBBBB,ALL,ALL,RED,0,2003,-,0,,,,,
1334499949,GEH2205,NY,PAS,07/26/2013,17,SDN,INFIN,S,0,0,0,20150107,0013,13,0,979762,MN06,0000,0621A,,R,,,S/E/C  26 ST,2 AVE,0,408,D1,,BBBBBBB,ALL,ALL,BLK,0,2006,-,0,,,,,
1334499986,L39BPZ,NJ,PAS,07/26/2013,17,SDN,ME/BE,S,0,0,0,0,0013,13,0,979762,MN06,0000,0620A,,,,,S/E/C  26 ST,2 AVE,0,408,C4,,BBBBBBB,ALL,ALL,WHITE,0,2013,-,0,,,,,
1334502742,EXY5686,NY,PAS,07/15/2013,17,SUBN,TOYOT,S,0,0,0,20140307,0009,9,0,903588,MN06,0000,1105A,,NY,,,S/S E 26 ST,50 FT EO 2 AVE,0,408,D1,,BBBBBBB,ALL,ALL,WHITE,0,2002,-,0,,,,,
1334502870,57975JE,NY,COM,07/29/2013,20,VAN,CHEVR,S,17310,32632,23390,20150724,0013,13,0,587099,MN06,0000,0807A,,NY,F,105,EAST 16 ST,,0,408,D1,,YYYYYYB,0800A,0700P,WHITE,0,2001,-,0,,,,,
1334504544,Z91DBP,NJ,PAS,08/02/2013,21,SDN,SUBAR,S,20390,16310,29890,0,0007,7,0,589308,MN03,0000,0120A,,,F,99,ESSEX ST,,0,408,D1,,YBYBYBB,1200A,0300A,SILVE,0,0,-,0,,,,,
1334504556,V47BPV,NJ,PAS,08/02/2013,21,SDN,HONDA,S,20390,14010,22890,0,0007,7,0,589308,MN03,0000,0130A,,NY,F,7,ESSEX ST,,0,408,D1,,YBYBYBB,1200A,0300A,BLUE,0,0,-,0,,,,,
1334504581,4GRE87,NY,PAS,08/02/2013,21,MC,HONDA,S,27590,31490,19890,0,0007,7,0,589308,MN03,0000,0146A,,NY,F,187,ORCHARD ST,,0,408,D1,,YBYBYBB,1200A,0300A,BLACK,0,0,-,0,,,,,
1334504611,T637387C,NY,SRF,08/13/2013,21,TAXI,TOYOT,X,19690,29990,14010,20140630,0005,5,0,589308,MN03,0000,0806A,,NY,F,179,EAST BROADWAY,,0,408,D1,,YYYYYYB,0800A,0830A,SILVE,0,0,-,0,,,,,
1334504660,YSY13U,NJ,PAS,08/22/2013,21,SDN,HONDA,S,36550,10410,24690,0,0032,32,0,589308,MN03,0000,1145A,,NY,F,15,W 139TH ST,,0,408,D1,,YBBYBBB,1130A,0100P,GREEN,0,0,-,0,,,,,
1334505925,GBR4665,NY,PAS,08/12/2013,21,SUBN,TOYOT,S,21690,27190,31890,20141231,0003,3,0,601532,MN06,0000,0820A,,K,F,384,GRAND ST,,0,408,K5,,YYYYYYB,0800A,0830A,SILVE,0,2011,-,0,,,,,
1334505937,GHK3840,NY,PAS,08/12/2013,21,SDN,CHEVR,S,21690,31890,15510,20140930,0003,3,0,601532,MN06,0000,0825A,,K,F,394,GRAND ST,,0,408,D1,,YYYYYYB,0800A,0830A,BLACK,0,2013,-,0,,,,,
1334505949,89986JX,NY,COM,08/12/2013,21,DELV,FORD,S,15510,21690,19690,20140228,0003,3,0,601532,MN06,0000,0835A,,K,F,181,CLINTON ST,,0,408,D1,,YBBYBBB,0800A,0930A,WHITE,0,0,-,0,,,,,
1334509153,485RPF,NM,PAS,07/21/2013,17,FOUR,DODGE,X,18730,10010,45590,0,0019,19,0,979814,MN08,0000,0030A,,NY,F,427,E 87 ST,,0,408,C4,,BBBBBBB,ALL,ALL,SILVE,0,2012,-,0,,,,,
1334509165,4EK94Y,NJ,PAS,07/21/2013,17,TWOD,ACURA,X,18730,10010,45590,0,0019,19,0,979814,MN08,0000,0032A,,NY,F,433,E 87 ST,,0,408,D,,BBBBBBB,ALL,ALL,RED,0,1994,-,0,,,,,
1334509177,GBV6959,NY,PAS,08/03/2013,17,SDN,SUBAR,S,18730,10010,45590,20140919,0019,19,0,979814,MN08,0000,0320A,,NY,F,431,E 87TH ST,,0,408,D1,,BBBBBBB,ALL,ALL,BLACK,0,2011,-,0,,,,,
1334509189,6UVU780,CA,PAS,08/05/2013,17,SUBN,VOLVO,S,18730,10010,45590,0,0019,19,0,979814,MN08,0000,0245A,,NY,F,427,E 87 ST,,0,408,D1,,BBBBBBB,ALL,ALL,GRAY,0,2005,-,0,,,,,
1334517460,EGW9968,NY,PAS,07/18/2013,21,SUBN,KIA,S,17430,10110,10010,20140627,0013,13,0,587099,MN06,0000,0940A,,NY,F,343,EAST 22 ST,,0,408,C4,,YBBYBBB,0930A,1100A,,0,0,-,0,,,,,
1334533350,Z5K90L,NJ,PAS,08/19/2013,21,SDN,TOYOT,S,35190,15710,13610,0,0020,20,0,832512,BM07,0000,0937A,,NY,F,133,WEST 71ST STREET,,0,408,F1,,YBBYBBB,0900A,1030A,GOLD,0,0,-,0,,,,,
1334533362,GBB3713,MD,PAS,08/19/2013,21,SDN,CHEVR,S,29690,35470,35490,0,0020,20,0,832512,BM07,0000,1137A,,NY,F,130,RIVERSIDE DRIVE,,0,408,D1,,YBBYBBB,1100A,1230P,GRAY,0,0,-,0,,,,,
1334533568,61895MD,NY,COM,08/20/2013,21,DELV,GMC,S,13610,35550,35570,20150731,0024,24,0,979839,MN07,0000,0814A,,NY,F,2427,BROADWAY,,0,408,D1,,YYYYYYB,0800A,0830A,WHITE,0,0,-,0,,,,,
1334534871,371LPG,IN,PAS,07/16/2013,21,SUBN,SUBAR,S,35730,11710,13610,0,0024,24,0,582902,MN07,0000,1210P,,NY,F,204,WEST 98 STREET,,0,408,D1,,BYBBYBB,1130A,0100P,WHITE,0,0,-,0,,,,,
1334534883,GFS6174,NY,PAS,07/18/2013,21,SDN,VOLKS,S,35850,11710,13610,20150529,0024,24,0,552962,MN07,0000,0946A,,NY,O,222,WEST 104 STREET,,0,408,D1,,YBBYBBB,0930A,1100A,WHITE,0,2013,-,0,,,,,
1334534925,7AX1619,MD,PAS,08/16/2013,21,SDN,TOYOT,S,29690,44990,29690,0,0024,24,0,582962,MN07,0000,1217P,,NY,F,285,RIVERSIDE DRIVE,,0,408,D1,,BYBBYBB,1130A,0100P,GRAY,0,0,-,0,,,,,
1334534937,GHP8113,NY,PAS,08/19/2013,21,SDN,TOYOT,S,13610,35810,35830,20150603,0024,24,0,582962,MN07,0000,0755A,,NY,F,2688,BROADWAY,,0,408,D1,,YYYYYYB,0730A,0800A,SILVE,0,2003,-,0,,,,,
1334534950,56265MA,NY,COM,08/20/2013,46,VAN,ME/BE,S,11710,35650,35670,20150430,0024,24,0,582936,MN07,0000,0838A,,NY,F,710,AMSTERDAM AVENUE,,0,408,D1,,BBBBBBB,ALL,ALL,WHITE,0,2011,-,0,,,,,
1334535309,GCK4424,NY,PAS,07/18/2013,21,SUBN,ACURA,S,13610,35430,35450,20141106,0020,20,0,957850,MN07,0000,0746A,,NY,F,2310,BROADWAY,,0,408,D1,,YYYYYYB,0730A,0800A,BLACK,0,2013,-,0,,,,,
1334535322,HXX5433,PA,PAS,07/18/2013,21,SDN,VOLKS,S,35570,14510,15710,0,0024,24,0,957850,MN07,0000,0838A,,NY,F,63,WEST 90 ST,,0,408,D1,,YBBYBBB,0830A,1000A,GRAY,0,0,-,0,,,,,
1334535346,XE369R,99,COM,07/18/2013,21,VAN,DODGE,S,35570,14510,15710,0,0024,24,0,957850,MN07,0000,0840A,,NY,F,53,WEST 90 ST,,0,408,D1,,YBBYBBB,0830A,1000A,BLUE,0,0,-,0,,,,,
1334535360,XM281E,NJ,PAS,07/18/2013,21,P-U,TOYOT,S,35570,14510,15710,0,0024,24,0,957850,MN07,0000,0845A,,NY,F,49,WEST 90 ST,,0,408,D1,,YBBYBBB,0830A,1000A,GRAY,0,0,-,0,,,,,
1334535401,WJY400,NJ,PAS,07/26/2013,21,SDN,TOYOT,S,35170,15710,13610,0,0020,20,0,957850,MN07,0000,0925A,,NY,F,114,WEST 70 ST,,0,408,D1,,BYBBYBB,0900A,1030A,BLUE,0,0,-,0,,,,,
1334535449,XP7815,99,COM,07/18/2013,21,DELV,FUSO,S,35570,14510,15710,0,0024,24,0,917850,MN07,0000,0850A,,NY,F,35,WEST 90 ST,,0,408,D1,,YBBYBBB,0830A,1000A,BLACK,0,0,-,0,,,,,
1334536855,GFG3998,NY,PAS,07/16/2013,21,SDN,HYUND,S,35310,44990,29690,20150514,0020,20,0,832512,BM07,0000,1158A,,,F,338,WEST 77TH STREET,,0,408,D1,,BYBBYBB,1100A,1230P,SILVE,0,2005,-,0,,,,,
1334537641,X56146,NY,COM,07/16/2013,21,VAN,FORD,S,35490,13610,44990,20150629,0024,24,0,582962,MN07,0000,0817A,,NY,O,286,WEST 86 STREET,,0,408,D1,,YYYYYYB,0800A,0830A,GREEN,0,2007,-,0,,,,,
1334537665,93298MC,NY,COM,07/16/2013,21,VAN,FORD,S,35710,13610,44990,20141130,0024,24,0,582962,MN07,0000,1201P,,NY,F,258,WEST 97 STREET,,0,408,D1,,BYBBYBB,1130A,0100P,WHITE,0,2013,-,0,,,,,
1334555813,GCR4138,NY,PAS,08/23/2013,21,SUBN,HONDA,S,34510,10810,10910,20130826,,0,0,587610,MN04,0000,0212A,,NY,F,357,WEST 37 ST,,0,408,D1,,BBBBYBB,0200A,0600A,GOLD,0,2006,-,0,,,,,
1334555837,51116JY,NY,COM,08/23/2013,21,DELV,MACK,S,34510,10810,10910,20140430,,0,0,587610,MN04,0000,0335A,,NY,F,347,W 37 ST,,0,408,D1,,BBBBYBB,0200A,0600A,WHITE,0,2002,-,0,,,,,
1334557810,M77AFB,NJ,PAS,07/18/2013,21,SDN,CHEVR,S,10210,19150,19170,20141130,0025,25,0,183130,BXLC,0000,0730A,0730A,NY,F,1996,3RD AVE,,20130718,408,D1,,BBBBBBB,0730A,0800A,BLACK,0,0,-,0,,,,,
1334584552,Y87CFZ,NJ,PAS,07/15/2013,21,SDN,HONDA,S,0,40404,40404,0,0005,5,0,527670,ME03,0000,1116A,1100A,,F,251,CLINTON,,0,408,D1,,YBBYBBB,1100A,1230P,BLACK,0,2010,-,0,,,,,
1334584576,Y87CFZ,NJ,PAS,07/18/2013,21,SDN,HONDA,S,15510,15010,30640,0,0007,7,0,527670,ME03,0000,1130A,1105A,NY,F,251,CLINTON ST,,0,408,D1,,YBBYBBB,1100A,1230P,BLACK,0,2008,-,0,,,,,
1334584618,GDF6927,NY,PAS,07/23/2013,21,SUBN,NISSA,S,0,15510,0,20141112,0007,7,0,527670,ME03,0000,0830A,0825A,,,,DELANCEY,CLINTON,0,408,C4,,BYBBYBB,0800A,0930A,BLACK,0,2010,-,0,,,,,
